,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
31224,5 - 6 years,"Car Parking,Children's play area,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,170 sq ft",2,1,2 BHK Apartment ,"5, ",Viman Nagar,Resale,Freehold,7600000,"₹ 6,495/ sq ft ","Ready to move,Unfurnished"
31225,5 - 6 years,"Car Parking,Children's play area,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,060 sq ft",2,1,2 BHK Apartment ,"5, ",Viman Nagar,Resale,Freehold,7200000,"₹ 6,792/ sq ft ","Ready to move,Unfurnished"
31226,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,265 sq ft",3,2,3 BHK Apartment ,"8, ",Tingre Nagar,Resale,Freehold,8500000,"₹ 6,719/ sq ft ","Ready to move,Unfurnished"
31229,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility",900 sq ft,,2,2 BHK Apartment ,5,Hadapsar,Resale,Freehold,3700000,"₹ 4,111/ sq ft ","Ready to move,Furnished"
31230,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM,AC,Wardrobe","Children's play area,Sports Facility,Landscaped Gardens,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,800 sq ft",,3,3 BHK Apartment ,"6, ",Wakad,Resale,Co-Operative Society,9500000,"₹ 5,277/ sq ft ","Ready to move,Semi-Furnished"
31235,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",650 sq ft,1,1,1 BHK Apartment ,"3, ",Vishrantwadi,Resale,Co-Operative Society,3500000,"₹ 5,384/ sq ft ","Ready to move,Unfurnished"
31238,6 - 7 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track","Power Backup,Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","1,170 sq ft",,2,2 BHK Apartment ,8,Manjari,Resale,Freehold,6000000,"₹ 5,128/ sq ft ","Ready to move,Unfurnished"
31242,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,370 sq ft",1,3,3 BHK Apartment ,"7, ",Bavdhan,Resale,Freehold,10500000,"₹ 7,664/ sq ft ","Ready to move,Unfurnished"
31244,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Wardrobe,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,200 sq ft",2,2,2 BHK Apartment ,"6, ",Hadapsar,Resale,Freehold,4000000,"₹ 3,333/ sq ft ","Ready to move,Semi-Furnished"
31247,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Wardrobe","Children's play area,Sports Facility,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",570 sq ft,1,1,1 BHK Apartment ,"4, ",Hadapsar,Resale,Freehold,5200000,"₹ 9,122/ sq ft ","Ready to move,Semi-Furnished"
31248,7 - 8 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Rain Water Harvesting","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",550 sq ft,1,1,1 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,2700000,"₹ 4,909/ sq ft ","Ready to move,Unfurnished"
31250,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Wardrobe,Sofa,Dining Table","Children's play area,Sports Facility,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Gas connection,BED","1,350 sq ft",3,2,3 BHK Apartment ,"7, ",Tingre Nagar,Resale,Freehold,10000000,"₹ 7,407/ sq ft ","Ready to move,Semi-Furnished"
31251,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",915 sq ft,1,1,2 BHK Apartment ,"8, ",Tingre Nagar,Resale,Freehold,5600000,"₹ 6,120/ sq ft ","Ready to move,Unfurnished"
31252,4 - 5 years,"Car Parking,Children's play area,Jogging Track","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,150 sq ft",2,1,2 BHK Apartment ,"4, ",Viman Nagar,Resale,Freehold,7500000,"₹ 6,521/ sq ft ","Ready to move,Unfurnished"
31254,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,875 sq ft,,2,2 BHK Apartment ,3,Hadapsar,Resale,Freehold,4700000,"₹ 5,371/ sq ft ","Ready to move,Unfurnished"
31255,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",900 sq ft,,2,2 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,5700000,"₹ 6,333/ sq ft ","Ready to move,Unfurnished"
31256,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,145 sq ft",,2,2 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,9500000,"₹ 8,296/ sq ft ","Ready to move,Unfurnished"
31257,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",611 sq ft,,1,1 BHK Apartment ,"1, ",Hadapsar,Resale,Freehold,3200000,"₹ 5,237/ sq ft ","Ready to move,Unfurnished"
31258,3 - 4 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",865 sq ft,,2,2 BHK Apartment ,3,Sasane Nagar,Resale,Freehold,4000000,"₹ 4,624/ sq ft ","Ready to move,Unfurnished"
31259,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,600 sq ft,,1,1 BHK Apartment ,1,Manjari,Resale,Freehold,2700000,"₹ 4,500/ sq ft ","Ready to move,Unfurnished"
31260,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",570 sq ft,,1,1 BHK Apartment ,2,Hadapsar,Resale,Freehold,5000000,"₹ 8,771/ sq ft ","Ready to move,Unfurnished"
31263,3 - 4 years,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens",595 sq ft,,1,1 BHK Apartment ,4,Hadapsar,Resale,Freehold,2900000,"₹ 4,873/ sq ft ","Ready to move,Unfurnished"
31264,3 - 4 years,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Landscaped Gardens","Sports Facility,Jogging Track",950 sq ft,1,1,2 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,5500000,"₹ 5,789/ sq ft ","Ready to move,Unfurnished"
31265,5 - 6 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,000 sq ft",1,1,2 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,4000000,"₹ 4,000/ sq ft ","Ready to move,Unfurnished"
31266,4 - 5 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,109 sq ft",1,1,2 BHK Apartment ,"2, ",Hadapsar,Resale,Freehold,6000000,"₹ 5,410/ sq ft ","Ready to move,Unfurnished"
31267,6 - 7 years,"Lift Available,24 X 7 Security,Gymnasium,Jogging Track,Rain Water Harvesting","Power Backup,Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,292 sq ft",,3,3 BHK Apartment ,3,Handewadi,Resale,Freehold,8000000,"₹ 6,191/ sq ft ","Ready to move,Semi-Furnished"
31268,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens",670 sq ft,,1,1 BHK Apartment ,2,Hadapsar,Resale,Freehold,2999590,"₹ 4,477/ sq ft ","Ready to move,Unfurnished"
31271,5 - 6 years,"Wardrobe,Sofa,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection","1,100 sq ft",1,1,2 BHK Apartment ,"5, ",Tingre Nagar,Resale,Freehold,5400000,"₹ 4,909/ sq ft ","Ready to move,Furnished"
31275,5 - 6 years,"Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Wardrobe,Sofa,BED","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection","1,200 sq ft",2,1,2 BHK Apartment ,"11, ",Kharadi,Resale,Freehold,9000000,"₹ 7,500/ sq ft ","Ready to move,Semi-Furnished"
31277,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM",Sports Facility,"1,186 sq ft",1,2,2 BHK Apartment ,"6, ",Baner,Resale,Freehold,10000000,"₹ 8,431/ sq ft ","Ready to move,Unfurnished"
31279,0 - 1 year,"Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Lift Available,24 X 7 Security,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,550 sq ft",2,4,4 BHK Apartment ,"6, ",Mahalunge,New,Freehold,19900000,"₹ 7,803/ sq ft ",Ready to move
31283,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Jogging Track","Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",780 sq ft,,2,2 BHK Apartment ,"2, ",Hadapsar,New,Co-Operative Society,2800000,"₹ 3,589/ sq ft ",Ready to move
31284,5 - 6 years,"Lift Available,Car Parking,Vaastu Compliant,Jogging Track,Maintenance Staff","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",960 sq ft,1,2,2 BHK Apartment ,"2, ",Shivane,Resale,Co-Operative Society,5200000,"₹ 5,416/ sq ft ","Ready to move,Unfurnished"
31285,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",991 sq ft,,2,2 BHK Apartment ,3,Hadapsar,Resale,Freehold,5800000,"₹ 5,852/ sq ft ","Ready to move,Unfurnished"
31286,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",950 sq ft,,2,2 BHK Apartment ,3,Hadapsar,Resale,Freehold,6000000,"₹ 6,315/ sq ft ","Ready to move,Unfurnished"
31287,2 - 3 years,"Lift Available,Power Backup,24 X 7 Security,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",582 sq ft,,1,1 BHK Apartment ,2,Hadapsar,Resale,Freehold,2600000,"₹ 4,467/ sq ft ","Ready to move,Unfurnished"
31288,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,350 sq ft",2,2,3 BHK Apartment ,"7, ",Vishrantwadi,Resale,Freehold,7500000,"₹ 5,555/ sq ft ","Ready to move,Unfurnished"
31289,4 - 5 years,"Children's play area,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,080 sq ft",2,1,2 BHK Apartment ,"2, ",Viman Nagar,Resale,Freehold,8300000,"₹ 7,685/ sq ft ","Ready to move,Unfurnished"
31290,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,200 sq ft",2,1,2 BHK Apartment ,"8, ",Viman Nagar,Resale,Freehold,8300000,"₹ 6,916/ sq ft ","Ready to move,Unfurnished"
31291,5 - 6 years,"Children's play area,Club House","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,450 sq ft",2,2,3 BHK Apartment ,"10, ",Wadgaon Sheri,Resale,Freehold,10500000,"₹ 7,241/ sq ft ","Ready to move,Unfurnished"
31292,5 - 6 years,"Children's play area,Landscaped Gardens,Wardrobe,BED","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,500 sq ft",2,2,3 BHK Apartment ,"5, ",Kharadi,Resale,Freehold,8500000,"₹ 5,666/ sq ft ","Ready to move,Semi-Furnished"
31293,14 - 15 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting,Wardrobe,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,400 sq ft",2,3,3 BHK Apartment ,"5, ",Kalyani Nagar,Resale,Co-Operative Society,14000000,"₹ 10,000/ sq ft ","Ready to move,Semi-Furnished"
31294,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,School,Wardrobe,BED","Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,547 sq ft",2,3,3 BHK Apartment ,"9, ",Tulaja Bhawani Nagar,Resale,Co-Operative Society,11000000,"₹ 7,110/ sq ft ","Ready to move,Semi-Furnished"
31295,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,Wardrobe,Microwave,Gas connection","AC,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",986 sq ft,1,2,1 BHK Apartment ,"5, ",Viman Nagar,Resale,Co-Operative Society,7100000,"₹ 7,200/ sq ft ","Ready to move,Semi-Furnished"
31296,7 - 8 years,Car Parking,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,000 sq ft",3,2,2 BHK Apartment ,"5, ",Wakad,Resale,Co-Operative Society,5800000,"₹ 5,800/ sq ft ","Ready to move,Unfurnished"
31314,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,960 sq ft,2,2,2 BHK Apartment ,"2, ",Hadapsar,Resale,Freehold,4000000,"₹ 4,166/ sq ft ","Ready to move,Unfurnished"
31315,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM,AC,Gas connection","Sports Facility,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,625 sq ft",,3,3 BHK Apartment ,"4, ",Kharadi,Resale,Leasehol,12000000,"₹ 7,384/ sq ft ","Ready to move,Semi-Furnished"
31317,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter","Sports Facility,Landscaped Gardens","1,000 sq ft",1,2,2 BHK Apartment ,"5, ",Bavdhan,New,Freehold,6300000,"₹ 6,300/ sq ft ",Ready to move
31319,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","1,050 sq ft",,2,2 BHK Apartment ,2,Hadapsar,Resale,Co-Operative Society,6000000,"₹ 5,714/ sq ft ","Ready to move,Unfurnished"
31320,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,150 sq ft",,2,2 BHK Apartment ,4,Hadapsar,Resale,Co-Operative Society,9300000,"₹ 8,086/ sq ft ","Ready to move,Unfurnished"
31321,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,TV,Sofa,Washing Machine,Gas connection,BED","AC,Refrigerator,Wifi,Dining Table",860 sq ft,,2,2 BHK Apartment ,"6, ",Hadapsar,Resale,Co-Operative Society,7400000,"₹ 8,604/ sq ft ","Ready to move,Semi-Furnished"
31325,3 - 4 years,"Wardrobe,Sofa","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection,BED","1,260 sq ft",2,2,2 BHK Apartment ,"4, ",Kalyani Nagar,Resale,Freehold,12500000,"₹ 9,920/ sq ft ","Ready to move,Semi-Furnished"
31327,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,050 sq ft",2,1,2 BHK Apartment ,"7, ",Viman Nagar,Resale,Freehold,9500000,"₹ 9,047/ sq ft ","Ready to move,Unfurnished"
31330,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Microwave,BED","Children's play area,Sports Facility,Wifi,Dining Table,Gas connection",560 sq ft,1,1,1 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,2800000,"₹ 5,000/ sq ft ","Ready to move,Furnished"
31331,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Shopping Mall,School,Hospital,ATM,Wardrobe,TV,Sofa,BED","Children's play area,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Refrigerator,Wifi,Dining Table,Gas connection",864 sq ft,1,2,2 BHK Apartment ,"2, ",Hadapsar,Resale,Freehold,5200000,"₹ 6,018/ sq ft ","Ready to move,Furnished"
31332,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",700 sq ft,1,1,1 BHK Apartment ,"3, ",Hadapsar,Resale,Freehold,3100000,"₹ 4,428/ sq ft ","Ready to move,Unfurnished"
31335,4 - 5 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Sports Facility,Jogging Track","1,020 sq ft",2,1,2 BHK Apartment ,"10, ",Vishrantwadi,Resale,Freehold,6200000,"₹ 6,078/ sq ft ","Ready to move,Unfurnished"
31336,5 - 6 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,470 sq ft",3,1,3 BHK Apartment ,"8, ",Kharadi,Resale,Freehold,8000000,"₹ 5,442/ sq ft ","Ready to move,Unfurnished"
31337,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,700 sq ft",3,2,3 BHK Apartment ,"7, ",Kalyani Nagar,Resale,Freehold,16200000,"₹ 9,529/ sq ft ","Ready to move,Unfurnished"
31338,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,700 sq ft",3,2,3 BHK Apartment ,"8, ",Kharadi,Resale,Freehold,9500000,"₹ 5,588/ sq ft ","Ready to move,Unfurnished"
31339,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,350 sq ft",3,2,2 BHK Apartment ,"10, ",Viman Nagar,Resale,Freehold,8800000,"₹ 6,518/ sq ft ","Ready to move,Unfurnished"
31340,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,050 sq ft",2,2,2 BHK Apartment ,"7, ",Viman Nagar,Resale,Freehold,7600000,"₹ 7,238/ sq ft ","Ready to move,Unfurnished"
31341,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Children's play area,"1,170 sq ft",2,2,2 BHK Apartment ,"8, ",Vishrantwadi,Resale,Freehold,7300000,"₹ 6,239/ sq ft ","Ready to move,Unfurnished"
31342,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,500 sq ft",3,2,3 BHK Apartment ,"10, ",Kharadi,Resale,Freehold,9300000,"₹ 6,200/ sq ft ","Ready to move,Unfurnished"
31343,8 - 9 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Sports Facility,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Jogging Track","1,600 sq ft",2,2,3 BHK Apartment ,"3, ",Kharadi,Resale,Freehold,9300000,"₹ 5,812/ sq ft ","Ready to move,Unfurnished"
31344,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,110 sq ft",2,2,2 BHK Apartment ,"6, ",Viman Nagar,Resale,Freehold,6800000,"₹ 6,126/ sq ft ","Ready to move,Unfurnished"
31345,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,750 sq ft",3,3,3 BHK Apartment ,"5, ",Viman Nagar,Resale,Freehold,13000000,"₹ 7,428/ sq ft ","Ready to move,Unfurnished"
31346,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,150 sq ft",2,2,2 BHK Apartment ,"7, ",Kharadi,Resale,Freehold,7000000,"₹ 6,086/ sq ft ","Ready to move,Unfurnished"
