age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,place,neworold,ownership,price,price_per_sq,status
2,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",605,2,1,1 BHK Apartment ,10,Wagholi,Resale,Freehold,2750000,4545,Semi-Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Rain Water Harvesting,Landscaped Gardens,Gas connection","Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1117,1,2,2 BHK Apartment ,7,Baner,New,Freehold,7600000,6803,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track",1523,2,3,3 BHK Apartment ,7,Balewadi,New,Freehold,11100000,7288,Ready to move
3,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",950,1,2,2 BHK Apartment ,5,Baner,Resale,Freehold,6800000,7157,Unfurnished
10,"Lift Available,Car Parking,24 X 7 Security,Children's play area,Vaastu Compliant","Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",500,2,1,1 BHK Apartment ,1,Wanowrie,Resale,Freehold,2900000,5800,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Multipurpose Room,Landscaped Gardens,Wifi","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED",1458,2,3,3 BHK Apartment ,6,Bavdhan,New,Freehold,8500000,5829,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",1075,2,2,2 BHK Apartment ,10,Balewadi,New,Freehold,7200000,6697,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Maintenance Staff,Intercom,Landscaped Gardens","Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1420,2,3,3 BHK Apartment ,8,Bavdhan,New,Freehold,10600000,7464,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Maintenance Staff,Intercom,Landscaped Gardens","Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1465,2,3,3 BHK Apartment ,6,Bavdhan,New,Freehold,11000000,7508,Ready to move
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Wardrobe","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",775,2,1,1 BHK Apartment ,3,Kharadi,Resale,Freehold,4000000,5161,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Gymnasium,Swimming Pool",750,1,1,1 BHK Apartment ,6,Viman Nagar,Resale,Freehold,4500000,6000,Unfurnished
2,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED","Lift Available,Sports Facility",3700,2,3,3 BHK Villa ,1,Wagholi,New,Freehold,11000000,2972,Ready to move
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Gymnasium,Swimming Pool",1000,1,1,2 BHK Apartment ,6,Kalyani Nagar,Resale,Freehold,7500000,7500,Unfurnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,AC","Sports Facility,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3316,2,4,4 BHK Apartment ,7,Baner,New,Freehold,44200000,13329,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1165,1,2,2 BHK Apartment ,8,Wakad,New,Freehold,7600000,6523,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,AC","Sports Facility,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3660,3,4,4 BHK Apartment ,8,Baner,New,Freehold,51600000,14098,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Golf Course,Multipurpose Room,Landscaped Gardens,AC","Club House,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",5115,3,4,4 BHK Apartment ,7,Aundh,New,Freehold,64000000,12512,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",5115,3,5,5 BHK Apartment ,6,Aundh,New,Freehold,63900000,12492,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",2345,2,4,4 BHK Apartment ,10,Baner,New,Freehold,21100000,8997,Ready to move
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Wardrobe","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",775,2,1,1 BHK Apartment ,2,Kharadi,Resale,Freehold,4200000,5419,Semi-Furnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2200,2,4,4 BHK Apartment ,10,Kharadi,Resale,Freehold,14000000,6363,Semi-Furnished
15,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",800,2,3,2 BHK Apartment ,2,Aundh,Resale,Freehold,11500000,14375,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1600,1,3,3 BHK Apartment ,1,Balewadi,Resale,Freehold,15000000,9375,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",610,1,2,1 BHK Apartment ,4,Balewadi,Resale,Freehold,4600000,7540,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1465,3,2,3 BHK Apartment ,9,Balewadi,Resale,Freehold,9500000,6484,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Maintenance Staff,Rain Water Harvesting,Wardrobe","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",560,1,1,1 BHK Apartment ,4,Sinhgad Road,Resale,Freehold,4500000,8035,Semi-Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC","Sports Facility,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1255,1,2,2 BHK Apartment ,9,Baner,New,Freehold,12400000,9880,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,School,AC","Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1770,2,3,3 BHK Apartment ,17,Baner,New,Freehold,19400000,10960,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,AC","Sports Facility,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2600,2,4,4 BHK Apartment ,2,Baner,New,Freehold,29800000,11461,Ready to move
0,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens","Lift Available,Sports Facility",1395,2,3,3 BHK Apartment ,6,Balewadi,New,Freehold,9100000,6523,Ready to move
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",620,1,1,1 BHK Apartment ,3,Kharadi,Resale,Freehold,4000000,6451,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1300,2,2,2 BHK Apartment ,10,Rahatani,New,Freehold,10500000,8076,Ready to move
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Maintenance Staff,Shopping Mall","Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",2545,2,3,3 BHK Apartment ,1,Baner,Resale,Freehold,20000000,7858,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1240,1,2,2 BHK Apartment ,4,Aundh,Resale,Freehold,9500000,7661,Unfurnished
15,"Lift Available,Car Parking,Power Backup,Vaastu Compliant,Maintenance Staff","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1380,2,3,3 BHK Apartment ,7,Aundh,Resale,Freehold,11500000,8333,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1000,2,2,2 BHK Apartment ,1,Aundh,Resale,Freehold,9500000,9500,Unfurnished
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Rain Water Harvesting","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",800,1,2,2 BHK Apartment ,1,Balewadi,Resale,Freehold,5000000,6250,Unfurnished
5,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Lift Available,Sports Facility,Landscaped Gardens",1100,2,2,2 BHK Apartment ,3,Kondhwa,Resale,Freehold,9000000,8181,Unfurnished
0,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Staff Quarter,Gas connection","Lift Available,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1413,1,3,3 BHK Apartment ,7,Baner,New,Freehold,8100000,5732,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Sports Facility,Landscaped Gardens,School,Hospital,ATM","Club House,Gymnasium,Swimming Pool,Jogging Track",950,1,2,2 BHK Apartment ,5,Kothrud,New,Freehold,7800000,8210,Ready to move
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1362,2,3,3 BHK Apartment ,2,Aundh,Resale,Freehold,11000000,8076,Unfurnished
15,"Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff,Rain Water Harvesting","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",850,1,2,2 BHK Apartment ,6,Sinhgad Road,Resale,Freehold,5300000,6235,Semi-Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1280,1,3,3 BHK Apartment ,1,Bavdhan,New,Freehold,8500000,6640,Ready to move
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility,1117,1,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,7000000,6266,Unfurnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track",1330,2,2,2 BHK Apartment ,11,Hinjewadi,New,Freehold,7600000,5714,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track",1640,2,3,3 BHK Apartment ,4,Hinjewadi,New,Freehold,10400000,6341,Ready to move
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Maintenance Staff,Rain Water Harvesting","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",920,1,2,2 BHK Apartment ,7,Sinhgad Road,Resale,Freehold,7000000,7608,Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Maintenance Staff,Rain Water Harvesting","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",775,1,2,2 BHK Apartment ,10,Sinhgad Road,Resale,Freehold,5500000,7096,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,ATM,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1150,1,2,2 BHK Apartment ,9,Wakad,New,Freehold,9000000,7826,Ready to move
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Gas connection,BED","AC,TV,Refrigerator,Sofa,Wifi,Dining Table",1300,2,3,3 BHK Apartment ,4,Wagholi,Resale,Freehold,6800000,5230,Semi-Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2200,2,3,3 BHK Apartment ,8,Aundh,New,Freehold,26000000,11818,Ready to move
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1176,1,2,2 BHK Apartment ,3,Balewadi,Resale,Co-Operative Society,7300000,6207,Unfurnished
5,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens","Lift Available,Sports Facility",1351,1,2,2 BHK Apartment ,3,Balewadi,Resale,Freehold,14000000,10362,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Sports Facility,Landscaped Gardens",3981,2,4,4 BHK Apartment ,3,Balewadi,New,Freehold,38000000,9545,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Golf Course,Multipurpose Room,Landscaped Gardens,Shopping Mall,AC,Gas connection","Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",4005,2,5,4 BHK Apartment ,3,Aundh,New,Freehold,48000000,11985,Ready to move
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1680,2,3,3 BHK Apartment ,5,Kharadi,Resale,Freehold,8500000,5059,Semi-Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,1473,2,3,3 BHK Apartment ,9,Baner,New,Freehold,9438000,6407,Ready to move
12,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Dining Table,Gas connection,BED","Children's play area,Sports Facility",840,2,1,1 BHK Apartment ,7,Viman Nagar,Resale,Co-Operative Society,6100000,7261,Furnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3600,2,4,4 BHK Apartment ,5,Baner,New,Freehold,45000000,12500,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Sports Facility,Landscaped Gardens",1207,2,2,2 BHK Apartment ,8,Bavdhan,New,Freehold,6600000,5468,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Gas connection","Club House,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",959,2,2,2 BHK Apartment ,3,Baner,New,Freehold,6000000,6256,Ready to move
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Maintenance Staff","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",938,1,2,2 BHK Apartment ,2,Aundh,Resale,Freehold,7800000,8315,Unfurnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1827,1,3,3 BHK Apartment ,3,Sus,Resale,Freehold,15000000,8210,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC,Wardrobe,TV,Sofa,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Refrigerator,Wifi,Dining Table,Gas connection",1200,2,2,3 BHK Apartment ,5,Hadapsar,Resale,Co-Operative Society,5300000,4416,Furnished
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED","Children's play area,Sports Facility",1282,2,2,2 BHK Apartment ,7,Wagholi,Resale,Freehold,7300000,5694,Furnished
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Gas connection","Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",1760,3,3,3 BHK Apartment ,3,Kalyani Nagar,Resale,Co-Operative Society,14000000,7954,Semi-Furnished
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1200,1,3,3 BHK Apartment ,1,Sinhgad Road,Resale,Freehold,7000000,5833,Furnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Microwave","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1545,1,3,3 BHK Apartment ,10,Bavdhan,Resale,Freehold,10000000,6472,Semi-Furnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2662,2,4,4 BHK Apartment ,7,Baner,New,Freehold,20200000,7588,Ready to move
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Wardrobe","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",775,2,1,1 BHK Apartment ,3,Kharadi,Resale,Freehold,4000000,5161,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1300,2,2,3 BHK Apartment ,9,Rahatani,Resale,Freehold,10500000,8076,Unfurnished
5,"Power Backup,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Indoor Games,Intercom,Landscaped Gardens","Lift Available,Club House,Sports Facility,Jogging Track",1252,2,2,2 BHK Apartment ,11,Baner,Resale,Freehold,9900000,7907,Unfurnished
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,1297,2,2,2 BHK Apartment ,7,Pashan,New,Freehold,10400000,8018,Ready to move
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,Wardrobe,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",1150,2,2,2 BHK Apartment ,2,Vishrantwadi,Resale,Freehold,7700000,6695,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",600,2,1,1 BHK Apartment ,5,Rahatani,Resale,Freehold,3500000,5833,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Swimming Pool,Sports Facility",1016,1,2,2 BHK Apartment ,10,Baner,Resale,Freehold,7800000,7677,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Rain Water Harvesting,Landscaped Gardens","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",1250,2,2,2 BHK Apartment ,8,Baner,Resale,Freehold,8000000,6400,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track",1070,1,2,2 BHK Apartment ,1,Baner,Resale,Freehold,7000000,6542,Unfurnished
